"uniqueid","person","trip","tour","home_taz","orig","dest","time","mode","inbound","tourpurpose","income_group","inc","hhsize","license","sex","age"
783443,1,4,1,3671,16,19,1,"SOV",2,"K","Med",25,3,1,1,45
1001365,2,2,4,3672,28,2,5,"HOV3",2,"K","Low",20,2,1,1,26
1002864,1,4,1,3672,21,47,1,"SOV",2,"W","Low",15,1,1,1,38
1004706,2,1,1,3672,45,27,1,"SOV",0,"P","Low",10,2,1,2,55
1006328,1,6,1,3672,16,29,5,"SOV",2,"W","High",110,3,1,1,35
997861,2,4,1,3673,15,46,1,"HOV2",2,"H","Low",20,2,0,2,80
1001925,3,1,1,3673,23,9,1,"HOV2",0,"R","Low",0,4,0,1,0
1008136,2,1,1,3673,24,8,1,"HOV2",0,"K","Med",45,4,0,2,29
980117,2,1,1,3674,26,21,1,"SOV",0,"W","Med",55,3,1,2,29
980810,4,1,1,3674,32,31,1,"HOV2",0,"K","Med",50,4,0,2,1
981783,2,2,1,3674,32,34,1,"SOV",1,"W","Med",35,4,1,2,41
989210,2,1,3,3674,16,31,1,"Walk",0,"K","Med",25,6,1,2,33
990711,2,2,5,3674,14,34,5,"HOV3",2,"K","High",105,4,1,2,33
993117,4,2,2,3674,11,28,1,"Walk",2,"K","Med",25,4,0,2,3
978757,2,2,1,3675,32,6,1,"HOV3",2,"P","Med",70,3,1,1,24
979480,1,2,1,3675,17,16,5,"Walk",2,"W","Med",30,3,0,2,25
981798,2,1,1,3675,38,32,1,"HOV3",0,"H","Med",50,3,0,2,0
982421,2,4,1,3675,8,31,1,"HOV2",2,"H","Med",30,6,0,2,70
983813,1,1,2,3675,30,13,5,"HOV2",0,"K","Med",35,4,1,1,27
985510,2,3,1,3675,26,20,5,"SOV",2,"W","Med",65,3,1,2,25
986173,2,2,1,3675,38,2,5,"Walk",2,"S","Med",30,2,0,1,11
988076,3,2,1,3675,34,40,5,"HOV2",2,"K","Med",25,6,1,2,34
755684,2,1,2,3676,21,6,1,"HOV2",0,"P","Med",75,2,0,2,89
745971,6,3,1,3677,16,34,1,"SOV",2,"K","Low",20,6,1,2,37
749368,2,3,3,3677,7,33,5,"HOV3",2,"H","Med",50,6,0,2,37
753292,4,1,1,3678,35,5,1,"HOV3",0,"S","High",135,5,0,2,11
755709,2,2,1,3678,25,32,1,"HOV3",2,"K","Med",55,2,1,2,59
745930,1,1,2,3679,44,11,5,"HOV3",0,"R","Med",40,6,1,1,48
749953,4,1,1,3679,15,26,1,"SOV",0,"W","Med",90,5,1,2,21
752484,1,4,2,3679,38,46,1,"HOV2",2,"H","Med",50,6,1,1,44
759782,3,1,1,3679,7,3,1,"HOV3",0,"K","High",110,4,1,2,17
748523,9,2,1,3680,26,35,1,"Walk",2,"L","Med",30,10,1,1,21
750799,1,3,1,3680,23,12,1,"HOV2",2,"P","Low",15,2,1,1,68
753947,3,1,2,3680,33,27,1,"SOV",0,"H","Med",40,9,1,1,30
664364,1,2,1,3682,12,11,1,"SOV",2,"W","Med",25,2,1,1,24
1039814,1,3,1,3704,6,48,1,"HOV3",2,"W","Med",75,4,1,2,35
1041772,1,2,2,3704,14,46,5,"SOV",0,"W","Med",30,1,1,1,80
713332,2,1,1,3706,2,29,1,"HOV2",0,"W","Med",30,3,1,2,53
709126,3,2,3,3708,12,9,5,"SOV",2,"K","Med",70,3,1,1,19
709097,4,2,2,3711,19,46,5,"HOV2",2,"T","Low",0,4,1,2,56
711384,7,1,1,3711,19,40,1,"Walk",0,"S","Med",45,10,0,2,10
713325,2,1,2,3711,28,45,1,"HOV3",0,"T","Med",95,6,1,2,36
1047718,7,1,1,3715,38,38,5,"Bike",0,"R","Med",45,11,0,1,3
1048543,3,1,1,3715,37,40,1,"HOV2",0,"L","High",110,3,0,1,3
1154114,3,1,3,3716,1,18,5,"Walk",0,"R","High",100,3,0,2,16
1154329,2,2,1,3716,3,5,1,"HOV2",2,"L","Med",70,2,1,2,78
1157010,1,1,2,3716,5,43,5,"Bike",0,"R","High",115,5,1,1,49
1155789,2,2,1,3717,23,34,1,"SOV",2,"T","Med",50,5,1,2,40
1156989,1,6,1,3717,23,4,5,"SOV",2,"W","Med",95,1,1,1,50
1157803,2,2,1,3717,9,26,1,"HOV2",2,"K","Med",35,4,1,2,35
1158309,2,1,1,3717,15,2,1,"HOV3",0,"W","Med",65,4,0,2,46
1142806,1,2,1,3718,31,28,1,"HOV3",2,"P","Med",85,4,0,1,26
1142872,1,2,1,3718,39,25,5,"SOV",2,"W","Med",25,2,1,1,55
1143156,4,3,2,3718,24,22,5,"HOV3",2,"L","Med",85,4,0,2,10
1143210,1,1,1,3718,35,28,1,"SOV",0,"W","Med",85,2,1,1,29
1143215,2,1,2,3718,31,34,5,"HOV3",0,"T","High",105,6,1,2,46
1143360,4,2,1,3718,16,4,1,"HOV3",2,"S","Med",35,4,0,1,8
1144123,4,1,3,3718,13,41,5,"Walk",0,"K","Med",55,12,1,1,23
1144839,1,2,1,3718,23,43,1,"Walk",2,"K","Low",5,4,0,2,24
1147189,2,3,1,3718,50,5,1,"HOV3",2,"W","Med",30,5,0,1,20
1147917,1,3,1,3718,43,17,1,"SOV",2,"L","High",100,1,1,1,55
1148403,2,1,2,3718,16,26,5,"HOV3",0,"L","Med",80,3,1,2,30
1148422,2,5,2,3718,10,46,5,"HOV3",2,"P","Med",65,4,1,2,44
1046825,3,1,2,3719,37,35,5,"HOV3",0,"L","Med",50,3,0,1,15
1046158,2,1,2,3721,40,28,1,"SOV",0,"P","High",275,3,1,2,30
1047661,3,1,1,3721,1,25,1,"HOV2",0,"H","Med",30,3,0,1,4
1047290,4,2,3,3723,19,36,5,"HOV2",2,"T","Med",45,4,0,2,0
1149297,4,2,1,3726,45,25,5,"HOV3",2,"S","Med",30,5,0,1,18
1149394,2,3,2,3726,43,33,5,"HOV2",2,"W","Low",10,4,0,2,26
1150481,4,1,1,3726,11,8,1,"HOV2",0,"S","Med",75,5,0,1,6
1152193,2,2,2,3726,39,38,1,"SOV",2,"P","High",115,5,1,2,29
1152465,2,1,3,3726,20,14,1,"HOV2",0,"T","High",150,9,1,2,46
1153563,4,1,1,3726,15,35,1,"HOV2",0,"K","Med",55,4,0,1,3
1153699,1,2,2,3726,14,44,5,"HOV2",2,"K","Med",60,3,1,1,31
1148558,1,1,1,3727,20,38,1,"HOV2",0,"K","Med",25,5,0,1,22
1148934,1,3,1,3727,3,38,5,"SOV",1,"W","High",125,4,1,1,32
1149265,1,1,3,3727,31,47,5,"SOV",0,"H","Med",50,1,1,1,77
1149458,1,2,2,3727,39,19,5,"SOV",2,"W","Med",35,1,1,2,29
1150592,2,1,1,3727,28,32,1,"SOV",0,"W","Med",80,2,1,2,50
1151700,5,2,1,3727,42,30,5,"HOV2",2,"S","Low",15,5,0,2,12
728190,1,2,3,3729,10,43,5,"HOV2",2,"K","Low",15,4,1,2,36
730516,1,2,1,3729,6,45,5,"HOV2",2,"K","Low",20,3,1,1,40
729676,4,7,1,3730,4,29,1,"SOV",2,"K","Low",10,4,1,1,22
730479,6,1,2,3730,13,38,1,"HOV3",0,"T","Med",40,9,0,1,3
730514,1,1,1,3730,40,6,1,"SOV",0,"P","Low",20,3,1,1,66
731168,1,1,1,3730,4,21,1,"HOV2",0,"W","Med",35,2,1,1,51
731923,1,3,2,3730,20,35,1,"Bike",2,"P","Low",15,6,0,1,83
735636,2,1,4,3730,21,48,5,"SOV",0,"W","Med",35,4,1,1,32
736250,2,3,2,3730,16,2,1,"HOV2",2,"K","Med",50,5,0,2,21
744978,6,3,3,3730,15,27,1,"HOV2",2,"K","Low",10,6,0,1,37
668796,2,2,2,3731,11,5,5,"HOV2",2,"K","Med",25,4,1,2,51
1149571,3,2,1,3731,20,36,5,"HOV3",2,"H","Low",20,4,0,2,13
664767,2,2,1,3732,38,32,5,"SOV",2,"W","Med",85,5,1,2,39
665664,2,2,1,3732,22,49,5,"HOV2",2,"S","Low",5,4,0,1,9
668188,5,1,1,3732,34,47,1,"HOV3",0,"S","Med",30,10,0,2,15
669198,2,2,2,3732,11,46,5,"HOV3",2,"H","Med",40,3,1,1,28
671158,3,2,1,3732,31,36,5,"SOV",2,"W","Med",65,3,1,2,22
679643,7,2,1,3733,39,4,1,"HOV2",2,"S","Med",55,10,0,2,7
687109,1,10,2,3733,35,11,1,"SOV",2,"P","High",150,9,1,1,57
687125,2,2,2,3733,8,31,5,"HOV2",2,"K","Med",35,3,1,2,53
689090,10,6,3,3733,36,12,5,"HOV2",2,"K","Low",20,12,0,1,22
672242,1,3,2,3734,50,23,5,"SOV",2,"P","Med",35,3,1,1,47
674508,2,2,2,3734,29,18,5,"HOV3",2,"T","High",175,2,0,2,83
674574,3,2,1,3734,45,43,5,"SOV",2,"W","High",175,4,1,2,35
677342,2,1,1,3734,20,34,1,"SOV",0,"W","Med",85,5,1,2,35
688667,1,1,1,3734,12,23,1,"SOV",0,"R","Med",30,2,1,1,66
754256,1,2,2,3735,23,13,1,"HOV3",2,"K","Med",25,3,1,1,70
743986,2,2,1,3737,39,43,1,"SOV",2,"P","Med",35,3,1,2,71
746541,1,2,1,3737,6,49,5,"Bike",0,"W","High",500,2,1,1,48
1160682,4,2,1,3738,38,39,1,"HOV3",2,"K","Med",35,10,0,1,13
1162036,3,1,2,3738,37,46,1,"HOV2",0,"K","Med",55,4,1,2,20
1164276,4,2,1,3739,13,22,1,"SOV",2,"K","Med",75,5,1,1,29
1164694,3,3,4,3739,43,48,5,"HOV3",2,"K","Med",25,6,1,1,16
1164720,3,2,1,3739,50,14,1,"SOV",2,"S","High",150,3,1,2,19
1164721,1,2,1,3739,46,26,5,"SOV",2,"W","Med",30,4,1,1,27
1160121,2,1,2,3740,33,41,1,"SOV",0,"T","Low",15,2,1,2,57
1161097,8,2,1,3740,17,11,1,"HOV3",2,"S","Med",40,11,0,2,8
1161143,3,1,3,3740,5,3,5,"SOV",0,"L","Med",25,6,1,1,26
1161539,1,2,1,3740,28,45,1,"Walk",2,"K","Low",5,4,0,1,29
1164090,3,1,2,3740,35,29,5,"HOV2",0,"R","Low",15,5,0,1,16
689475,4,2,2,3741,29,11,5,"Walk",2,"L","Med",45,12,0,1,6
691808,6,2,2,3741,13,26,5,"Walk",2,"S","Low",20,6,0,2,40
692150,2,5,1,3741,27,34,1,"HOV3",2,"K","Med",60,4,1,2,39
697205,6,2,3,3741,14,43,5,"HOV3",2,"W","Low",15,8,1,1,32
689758,1,4,1,3742,29,13,5,"HOV3",2,"T","Low",10,4,0,1,26
696798,4,2,2,3742,7,49,1,"HOV3",2,"P","Med",85,6,0,2,11
697179,1,2,2,3742,24,44,1,"SOV",2,"P","Low",20,4,1,1,29
699651,3,2,1,3742,18,9,5,"HOV3",2,"K","Med",45,4,0,1,5
700094,5,2,1,3742,37,42,1,"HOV3",2,"S","Med",85,5,0,1,15
700282,3,1,1,3742,14,35,1,"SOV",0,"W","High",125,5,1,1,29
702366,1,2,1,3742,23,41,5,"SOV",2,"W","High",175,4,1,2,32
699513,1,3,1,3743,10,43,5,"HOV2",2,"W","Med",25,5,1,1,30
699683,5,1,1,3743,44,21,1,"Bike",0,"S","Med",45,5,0,1,15
716965,2,1,1,3744,4,15,1,"SOV",0,"H","Med",85,2,1,2,49
718966,4,2,1,3744,2,47,1,"HOV2",2,"S","High",110,5,0,1,16
718992,4,2,2,3744,20,25,5,"Bike",2,"R","Med",25,5,0,1,10
719839,3,4,3,3744,17,30,5,"HOV2",2,"P","High",500,3,1,2,55
721357,2,4,2,3744,12,43,5,"HOV2",2,"W","High",120,12,1,2,31
723738,3,2,1,3744,13,2,1,"HOV2",2,"K","High",100,11,1,1,24
725286,3,1,1,3744,21,10,1,"SOV",0,"W","Low",20,3,1,1,44
703730,1,2,1,3745,10,26,1,"SOV",2,"W","Med",40,4,1,1,31
705359,1,4,1,3745,17,42,1,"HOV3",2,"K","Med",25,9,1,1,33
705970,1,2,1,3745,41,19,1,"HOV2",2,"K","Low",0,5,1,1,36
709515,3,1,1,3745,46,3,1,"HOV3",0,"K","Med",45,4,1,2,31
712109,1,2,1,3745,41,31,5,"SOV",2,"W","Med",90,4,1,1,41
713624,5,1,1,3745,12,31,1,"HOV3",0,"S","Med",25,9,0,2,16
715982,5,4,4,3745,49,37,5,"HOV2",2,"P","Med",25,5,0,2,27
703549,2,1,2,3746,16,10,5,"Walk",0,"K","Low",15,6,1,2,29
705371,4,1,1,3746,23,12,1,"HOV3",0,"S","Low",15,6,0,1,5
1062833,1,2,1,3751,45,6,1,"HOV3",2,"H","Low",-5,6,1,1,36
1062858,1,2,1,3751,46,19,5,"SOV",2,"W","High",135,2,1,1,59
932274,1,4,3,3756,19,43,5,"HOV3",2,"K","Med",60,3,1,2,35
933135,4,1,1,3756,45,35,1,"HOV2",0,"S","Med",25,4,0,1,5
933165,2,2,1,3756,7,21,5,"HOV2",2,"S","Low",10,6,0,1,15
935237,5,1,2,3756,25,38,5,"HOV2",0,"R","Med",35,10,0,2,5
935315,1,4,1,3756,41,3,5,"HOV2",2,"S","Low",15,11,0,2,38
1042788,1,2,1,3757,7,39,5,"SOV",2,"W","Med",55,4,1,1,42
1045886,3,1,1,3757,45,27,1,"HOV3",0,"K","Low",5,3,0,2,26
1048147,6,2,2,3757,4,46,5,"Walk",2,"R","Med",55,9,0,2,13
1037701,2,2,3,3758,13,39,5,"HOV3",2,"H","Med",25,5,0,2,12
1039964,1,3,1,3758,39,17,5,"HOV2",2,"W","High",100,1,1,2,55
1041658,2,2,1,3758,15,10,1,"HOV2",2,"K","Low",10,4,1,2,32
1041660,5,1,1,3758,6,16,1,"HOV3",0,"S","Med",60,5,0,2,8
1044173,1,1,1,3758,12,38,1,"HOV2",0,"L","High",150,2,1,2,70
1037221,3,1,1,3759,20,23,1,"SOV",0,"W","Med",40,3,1,2,29
1041072,1,3,4,3759,13,12,5,"SOV",2,"W","Med",35,1,1,2,56
1046388,1,2,1,3759,19,31,1,"SOV",2,"L","Low",20,2,1,1,80
1072214,2,3,1,3761,37,13,1,"SOV",2,"P","Med",45,6,1,2,32
1067053,1,4,4,3762,22,40,5,"HOV2",2,"P","High",500,11,1,1,41
1067434,2,2,1,3762,38,49,1,"SOV",2,"H","Med",30,3,1,2,32
936053,3,3,1,3765,39,27,1,"SOV",2,"H","Med",40,4,1,2,56
936772,1,8,1,3765,31,37,1,"HOV2",2,"K","Med",60,2,1,1,51
937741,4,2,2,3765,11,33,5,"HOV3",2,"R","Low",20,5,0,1,8
938692,1,6,1,3765,28,22,1,"HOV2",2,"W","Low",5,2,1,1,54
940134,1,1,1,3765,33,7,1,"HOV3",0,"K","Low",10,3,1,1,42
940148,1,2,1,3765,36,24,1,"SOV",2,"K","Med",25,4,1,1,38
941050,1,1,1,3765,10,33,1,"SOV",0,"W","Med",80,1,1,1,55
941064,2,2,1,3765,22,24,1,"HOV3",2,"K","Med",25,5,1,2,32
756644,2,2,2,3800,32,1,1,"SOV",0,"W","Med",60,5,1,2,39
759074,1,3,1,3800,40,41,1,"HOV2",2,"P","Med",65,6,0,1,51
759941,1,2,3,3800,30,28,5,"SOV",2,"R","Low",-15,4,1,1,52
793662,1,1,2,3802,28,48,5,"SOV",0,"H","Low",15,1,1,2,62
779346,4,1,3,3803,6,31,5,"HOV3",0,"H","High",115,7,1,1,38
794257,1,1,1,3805,45,21,5,"Walk",0,"H","Low",20,2,0,1,27
769660,2,2,3,3806,44,7,1,"Walk",2,"H","Med",50,5,0,2,26
772629,1,3,1,3806,3,12,1,"SOV",0,"W","Med",55,4,1,2,35
783941,3,2,1,3806,18,40,1,"HOV2",2,"W","Med",35,5,1,1,34
793649,2,3,3,3806,36,40,5,"Walk",2,"S","Low",10,2,0,2,15
797334,1,3,1,3806,37,46,5,"SOV",2,"W","Low",15,2,1,1,50
769706,2,1,1,3807,36,26,1,"SOV",0,"P","Med",45,2,1,2,26
772616,3,2,1,3807,7,43,5,"HOV3",2,"S","Med",35,5,0,2,12
774851,3,3,1,3807,44,12,1,"HOV2",2,"P","Med",50,4,1,2,25
781565,1,3,1,3807,25,5,1,"SOV",2,"W","Med",40,1,1,1,38
775633,4,1,1,3808,7,3,1,"HOV2",0,"S","Low",0,6,0,2,12
775687,3,1,1,3808,34,16,1,"HOV3",0,"S","Low",15,10,0,2,18
778691,3,1,1,3808,27,36,1,"HOV3",0,"S","Med",80,4,0,1,8
784801,1,2,1,3808,14,19,5,"SOV",2,"W","Low",10,3,1,1,22
779305,1,3,1,3809,3,25,1,"HOV2",2,"P","Med",30,5,0,1,35
740528,1,2,1,3815,21,7,1,"HOV2",2,"T","Low",5,1,1,1,37
750690,1,6,1,3815,23,12,5,"SOV",2,"H","Low",10,1,1,2,37
737915,1,2,1,3816,8,40,1,"SOV",2,"K","Low",5,1,1,1,29
1014356,1,1,1,3838,8,45,1,"HOV2",0,"P","Low",10,3,0,2,21
1012892,2,2,2,3840,44,3,5,"SOV",2,"L","Med",60,2,1,2,56
1012967,2,1,1,3840,27,11,1,"Walk",2,"L","Med",80,2,1,2,28
1013436,1,2,1,3840,13,43,5,"SOV",2,"W","Med",25,2,1,1,61
1019246,2,1,1,3840,6,2,1,"HOV2",0,"K","Med",30,2,1,1,29
1127098,2,2,1,3845,29,46,1,"HOV2",2,"L","High",135,2,0,2,79
1126195,4,1,1,3848,48,39,5,"SOV",0,"H","Med",60,4,1,2,41
1126762,3,1,1,3848,1,19,1,"Walk",0,"H","Low",20,5,0,2,1
1127053,3,3,3,3848,47,45,5,"HOV3",2,"K","Med",45,6,0,2,18
1127651,2,1,2,3848,38,41,1,"Walk",0,"K","Med",25,10,0,2,26
1123302,3,4,3,3849,38,44,5,"HOV2",2,"P","Low",20,5,1,2,22
1127061,1,2,1,3849,46,22,5,"SOV",2,"H","Med",75,6,1,1,78
1127642,2,2,1,3849,27,19,1,"SOV",2,"H","Low",15,2,1,2,65
1128393,3,5,1,3849,32,26,1,"SOV",2,"L","Low",10,3,1,1,74
1123359,8,1,1,3850,40,21,1,"HOV2",0,"K","Med",25,9,0,1,39
1126139,2,1,1,3850,14,3,1,"SOV",0,"H","Med",75,4,1,2,40
1089707,2,2,1,3852,9,23,1,"HOV3",2,"H","Med",55,6,1,2,33
1092328,2,2,1,3852,47,21,1,"HOV2",2,"P","High",135,6,0,1,73
1115066,2,1,4,3852,38,12,1,"HOV2",0,"K","High",105,5,1,2,40
1094765,9,1,2,3853,11,7,5,"HOV2",0,"K","Med",50,9,0,2,15
1095497,2,1,1,3853,21,14,1,"SOV",0,"W","Low",10,2,1,2,48
1099877,11,2,3,3853,8,23,5,"Bike",2,"S","Med",35,12,0,1,8
1101936,2,3,1,3853,42,12,5,"SOV",2,"W","Med",35,6,1,2,35
1108071,6,3,1,3853,27,27,1,"HOV3",2,"K","Med",40,8,0,1,2
1108449,1,2,2,3853,5,21,1,"HOV3",2,"H","Med",45,6,0,1,27
1111461,3,2,1,3853,6,5,1,"HOV2",2,"S","Low",15,9,0,1,7
1113883,1,2,1,3853,29,23,5,"SOV",2,"S","Med",40,3,1,1,20
1098911,5,2,1,3854,46,40,5,"HOV2",2,"S","High",175,5,0,1,9
1101728,3,1,1,3854,6,27,1,"HOV2",0,"S","Med",50,6,1,1,17
1109444,1,2,2,3854,10,28,1,"HOV3",2,"K","Med",55,4,1,1,31
1111472,2,3,1,3854,47,47,1,"SOV",2,"K","Med",30,3,1,2,36
1113355,3,2,1,3854,33,45,5,"SOV",2,"W","Med",35,10,1,1,22
1102680,4,4,2,3855,17,24,5,"SOV",2,"W","Med",85,5,1,1,28
1106857,2,2,3,3855,23,6,5,"SOV",2,"R","High",175,2,1,2,83
1113377,4,3,2,3855,3,49,1,"SOV",1,"W","High",115,7,1,1,38
1096639,2,3,2,3856,32,44,5,"HOV2",2,"R","Med",60,2,1,1,37
1101344,8,1,2,3856,41,6,5,"HOV3",0,"K","Med",55,10,1,1,26
1109964,2,2,2,3856,16,10,5,"SOV",2,"T","High",120,2,1,2,69
1116498,2,1,2,3856,16,36,1,"HOV2",0,"K","Med",85,8,1,2,44
1094428,1,2,2,3858,38,29,5,"Walk",2,"T","High",500,2,1,1,51
1094796,2,1,2,3858,48,45,5,"SOV",0,"L","Med",25,5,1,2,41
1099882,3,2,1,3858,21,5,1,"HOV3",2,"S","High",175,5,0,1,15
1103535,3,1,1,3858,49,40,1,"HOV3",0,"K","Med",55,8,1,1,20
1098916,9,2,1,3859,26,20,5,"HOV3",2,"S","Med",30,9,0,1,8
1112494,2,2,1,3859,22,9,5,"HOV3",2,"K","Low",5,4,0,1,3
1114604,4,1,1,3859,41,28,1,"Walk",0,"R","Med",25,10,1,2,63
1089222,3,1,2,3860,21,50,5,"HOV3",0,"K","Med",80,5,0,2,15
1093515,2,3,2,3860,26,21,5,"SOV",2,"W","Med",65,3,1,2,46
1106894,4,2,1,3860,19,39,5,"HOV3",0,"S","Med",30,6,0,1,6
1115482,1,1,2,3860,27,31,1,"SOV",0,"H","Low",15,4,1,1,22
1077199,2,2,1,3861,32,50,1,"HOV2",2,"K","Low",5,3,0,1,16
1077748,3,7,1,3861,25,29,1,"HOV3",2,"L","Low",5,4,0,1,5
1078618,3,2,4,3861,47,43,5,"SOV",2,"S","Med",85,5,1,2,16
1080752,3,1,2,3861,31,36,5,"SOV",0,"S","Med",85,4,1,2,21
1079507,2,1,1,3862,13,19,1,"SOV",0,"P","Med",75,3,1,2,48
1085776,3,3,1,3862,24,39,1,"SOV",2,"W","Med",70,4,1,1,20
1086257,1,3,1,3862,38,16,1,"SOV",1,"W","Med",30,1,1,1,29
1086270,3,5,1,3862,24,7,1,"HOV3",2,"H","High",100,3,0,1,0
1077787,3,1,3,3864,10,2,1,"HOV2",0,"K","High",200,3,1,1,20
1081314,1,2,1,3864,40,44,1,"HOV2",2,"K","Low",15,2,1,1,70
1074112,1,2,2,3865,36,3,5,"SOV",2,"W","Med",75,5,1,1,58
1083098,2,3,1,3865,38,22,1,"HOV2",0,"W","Med",40,4,1,2,19
1083884,4,1,1,3865,47,12,1,"Bike",0,"S","Med",25,5,0,1,10
1085377,7,2,2,3865,45,45,1,"SOV",2,"L","High",120,12,1,1,36
1087196,3,3,3,3865,19,44,5,"HOV2",2,"P","Low",10,3,0,1,0
1088349,1,2,1,3865,50,42,1,"SOV",2,"W","High",100,3,1,2,58
1128711,2,1,1,3866,7,23,1,"Bike",0,"P","Med",45,4,1,2,45
1129079,3,1,2,3866,36,32,1,"HOV3",0,"S","Med",50,3,0,2,15
1129452,3,4,2,3866,35,36,1,"HOV2",2,"K","Med",50,3,0,2,23
1129634,8,2,1,3866,25,28,5,"Walk",2,"K","Med",25,9,0,2,1
1129671,1,1,1,3866,47,21,1,"SOV",0,"W","Med",40,4,1,1,45
1129931,2,2,1,3866,18,23,1,"HOV3",2,"L","Low",10,2,0,2,4
1130752,3,2,1,3866,45,22,1,"HOV3",2,"K","Med",30,5,0,2,18
1117924,6,2,1,3867,33,11,1,"HOV3",2,"K","Med",65,6,0,2,1
1119679,2,3,1,3867,21,37,1,"SOV",0,"W","Med",45,2,1,2,55
1119875,5,3,1,3867,19,50,5,"HOV2",2,"S","Med",85,5,1,1,17
1119912,3,2,1,3867,31,45,5,"HOV3",2,"S","High",500,4,0,1,13
1120535,1,1,2,3867,31,31,5,"SOV",0,"R","Low",0,1,1,2,47
1121311,1,5,3,3867,37,14,5,"SOV",2,"K","High",135,11,1,1,47
1097328,2,1,1,3868,46,4,1,"HOV2",0,"W","High",115,4,1,2,41
1109495,2,2,1,3868,17,27,1,"SOV",2,"W","High",125,2,1,2,49
1085111,4,1,1,3869,45,33,1,"HOV3",0,"S","High",100,5,0,1,7
1087079,1,1,1,3869,7,39,1,"HOV3",0,"R","High",100,3,1,1,37
1104670,4,1,1,3869,5,29,1,"HOV3",0,"S","Med",30,4,0,2,6
1083985,3,4,1,3870,22,2,1,"SOV",1,"W","High",105,3,1,1,32
1085139,1,2,1,3870,15,31,5,"HOV2",2,"S","Med",35,2,1,1,51
1088702,3,1,2,3870,30,5,5,"HOV3",0,"R","High",105,3,1,1,29
1089441,2,4,1,3870,44,30,5,"SOV",2,"W","High",110,3,1,2,45
1091095,4,4,1,3870,43,14,1,"HOV3",2,"P","High",100,4,0,2,4
1086558,2,1,1,3871,19,6,1,"HOV2",0,"S","Med",70,3,0,1,11
1104622,4,2,1,3871,15,28,5,"HOV2",2,"S","Med",45,5,0,1,11
1112287,5,1,3,3871,28,18,5,"Walk",0,"R","Med",35,5,0,1,1
1099308,3,1,1,3872,41,37,1,"HOV3",0,"S","Med",45,12,0,2,8
1086547,1,2,2,3873,3,41,5,"HOV3",2,"P","Med",55,3,1,1,32
1091801,3,10,1,3873,47,41,1,"HOV2",2,"W","High",150,5,1,1,22
1092801,2,6,1,3873,16,42,1,"SOV",2,"W","Med",80,4,1,2,43
1109544,3,4,1,3873,36,50,1,"Walk",2,"W","Med",65,5,0,2,17
1097279,5,2,1,3874,31,10,1,"Walk",2,"R","Low",5,5,0,2,20
1097301,2,2,1,3874,24,28,1,"HOV2",2,"T","Med",85,2,1,1,73
1101268,1,2,1,3874,26,18,1,"Walk",0,"W","Med",75,4,1,1,55
1112258,2,3,2,3874,32,18,5,"HOV2",2,"P","Med",35,4,1,2,34
1075465,1,1,2,3877,17,8,5,"SOV",0,"R","Med",65,2,1,1,27
1082345,2,2,1,3877,17,41,5,"HOV3",2,"W","Med",30,2,1,1,34
1076056,2,2,2,3878,20,46,5,"SOV",2,"H","High",110,3,1,2,46
1076076,1,1,1,3878,10,43,1,"SOV",0,"W","Med",30,2,1,1,54
1077052,1,1,1,3878,14,6,1,"SOV",0,"H","Med",25,1,1,1,75
1077072,1,1,2,3878,48,39,1,"SOV",0,"W","Med",40,5,1,1,26
1077468,3,1,1,3878,17,45,5,"HOV3",2,"W","Med",85,5,0,2,16
1081480,1,2,2,3878,28,32,5,"SOV",2,"W","Med",55,2,1,1,40
1082354,2,2,1,3878,31,44,5,"HOV3",2,"S","Med",30,3,1,2,41
1083410,3,3,1,3878,14,40,5,"HOV3",2,"S","Med",60,4,0,2,9
846046,1,2,1,3882,46,42,5,"HOV3",2,"W","Low",20,2,0,2,46
846079,3,1,1,3882,10,28,1,"HOV3",0,"K","Med",75,4,0,2,0
938487,1,1,1,3883,27,17,1,"SOV",0,"H","High",115,3,1,1,51
940810,2,3,3,3883,25,49,5,"SOV",2,"P","Med",70,3,1,2,27
944288,2,2,1,3883,18,5,1,"HOV3",2,"K","Low",15,9,1,2,18
948394,1,2,1,3883,43,42,1,"SOV",2,"P","Low",20,3,1,2,26
954834,1,2,1,3883,21,11,1,"HOV2",2,"L","Med",30,2,0,1,84
960011,1,2,2,3883,18,39,5,"HOV3",2,"R","Med",45,5,1,1,36
963311,1,4,2,3883,12,13,5,"HOV2",2,"L","Med",75,5,1,1,40
947170,1,1,2,3884,1,7,5,"HOV2",0,"K","Low",15,2,1,2,66
953129,2,1,2,3884,21,39,5,"HOV3",0,"R","Med",55,4,1,2,39
954754,2,8,2,3884,49,7,5,"SOV",2,"W","Med",40,2,1,2,32
937114,1,4,1,3885,32,48,1,"SOV",1,"W","Med",75,1,1,1,43
945771,3,2,3,3885,28,1,5,"Walk",2,"L","Low",20,3,0,1,1
947108,10,3,1,3885,49,25,1,"HOV3",2,"R","Med",70,12,0,1,5
951019,4,2,2,3885,23,8,5,"HOV3",2,"T","Med",25,4,0,2,1
951048,1,2,2,3885,21,48,5,"SOV",2,"T","Med",35,1,1,2,65
958034,3,3,1,3885,34,10,1,"HOV3",0,"S","Med",60,10,1,1,33
963553,2,1,2,3885,11,49,5,"Walk",0,"L","Med",95,2,1,2,60
937125,2,1,1,3887,38,20,1,"SOV",0,"W","Med",80,4,1,2,38
